Time,ForecastingTime,AirPressure,Temperature,Humidity,WindSpeed100m,WindSpeed10m,WindDirectionZonal,WindDirectionMeridional,PowerGeneration
0000-01-05 00:00:00,24,0.913266266,0.405474952,0.955411259,0.676446145,0.656692796,0.932326151,0.248814614,0.412727273
0000-01-05 01:00:00,25,0.90923114,0.400404392,0.955552563,0.681672148,0.660662236,0.925473694,0.237374537,0.45030303
0000-01-05 02:00:00,26,0.905196015,0.395333832,0.955693866,0.686898152,0.664631675,0.918318587,0.226121272,0.515454545
0000-01-05 03:00:00,27,0.901160889,0.390263273,0.955835169,0.692124156,0.668601114,0.910865919,0.215062825,0.496060606
0000-01-05 04:00:00,28,0.903112932,0.387153,0.953124172,0.667741459,0.643878589,0.896909364,0.195922784,0.472121212
0000-01-05 05:00:00,29,0.905064975,0.384042728,0.950413174,0.643358762,0.619156063,0.882061943,0.177465247,0.613030303
0000-01-05 06:00:00,30,0.907017018,0.380932455,0.947702176,0.618976066,0.594433537,0.866356982,0.159731641,0.653030303
0000-01-05 07:00:00,31,0.912647215,0.381898367,0.939867688,0.596690316,0.581460916,0.869969136,0.16366262,0.517272727
0000-01-05 08:00:00,32,0.918277413,0.382864278,0.932033199,0.574404567,0.568488296,0.873539113,0.167631942,0.289090909
0000-01-05 09:00:00,33,0.92390761,0.383830189,0.924198711,0.552118817,0.555515676,0.877066506,0.171639155,0.283333333
0000-01-05 10:00:00,34,0.922936107,0.390521355,0.910892108,0.536690391,0.550090024,0.890008706,0.187121102,0.273333333
0000-01-05 11:00:00,35,0.921964605,0.39721252,0.897585505,0.521261966,0.544664372,0.902315674,0.203112656,0.202424242
0000-01-05 12:00:00,36,0.920993102,0.403903686,0.884278903,0.50583354,0.539238721,0.913967363,0.219587769,0.202727273
0000-01-05 13:00:00,37,0.919348325,0.403780338,0.887160666,0.489619496,0.515766559,0.914844127,0.220886497,0.168484848
0000-01-05 14:00:00,38,0.917703548,0.40365699,0.89004243,0.473405451,0.492294398,0.915716817,0.222187967,0.188181818
0000-01-05 15:00:00,39,0.916058771,0.403533641,0.892924193,0.457191407,0.468822236,0.916585423,0.223492165,0.207575758
0000-01-05 16:00:00,40,0.917129684,0.402928286,0.916742669,0.437955583,0.43201279,0.919276664,0.227590241,0.312121212
0000-01-05 17:00:00,41,0.918200596,0.402322931,0.940561145,0.41871976,0.395203343,0.921927592,0.231714508,0.403939394
0000-01-05 18:00:00,42,0.919271508,0.401717576,0.96437962,0.399483937,0.358393896,0.924537953,0.235864571,0.281212121
0000-01-05 19:00:00,43,0.919158543,0.402326727,0.965164785,0.390240257,0.352730407,0.935307058,0.254016739,0.218484848
0000-01-05 20:00:00,44,0.919045578,0.402935877,0.965949949,0.380996578,0.347066918,0.945300489,0.272607225,0.262424242
0000-01-05 21:00:00,45,0.918932612,0.403545027,0.966735113,0.371752899,0.341403428,0.95450044,0.291602902,0.223333333
0000-01-05 22:00:00,46,0.912100462,0.397070196,0.96448023,0.376556562,0.348990483,0.965879445,0.318461175,0.246363636
0000-01-05 23:00:00,47,0.905268313,0.390595364,0.962225347,0.381360226,0.356577538,0.975672878,0.345937297,0.374242424
0000-01-06 00:00:00,24,0.911354891,0.398646206,0.958483856,0.455546214,0.435275904,0.957711553,0.298753546,0.322727273
0000-01-06 01:00:00,25,0.900785844,0.395020718,0.961309514,0.456173612,0.43444598,0.963170705,0.311657493,0.268484848
0000-01-06 02:00:00,26,0.890216798,0.391395229,0.964135171,0.456801009,0.433616055,0.968266149,0.324709338,0.275151515
0000-01-06 03:00:00,27,0.879647751,0.387769741,0.966960829,0.457428407,0.432786131,0.972993883,0.33789883,0.261515152
0000-01-06 04:00:00,28,0.876475682,0.394071885,0.968427262,0.480234251,0.450625373,0.965053959,0.31635682,0.435151515
0000-01-06 05:00:00,29,0.873303612,0.40037403,0.969893695,0.503040096,0.468464616,0.956133513,0.295202004,0.518181818
0000-01-06 06:00:00,30,0.870131543,0.406676174,0.971360128,0.52584594,0.486303858,0.946251355,0.274478984,0.495454545
0000-01-06 07:00:00,31,0.867890308,0.407096269,0.959829308,0.52516848,0.493709594,0.942992895,0.268143807,0.496666667
0000-01-06 08:00:00,32,0.865649074,0.407516365,0.948298489,0.524491019,0.50111533,0.939644505,0.261855697,0.261515152
0000-01-06 09:00:00,33,0.86340784,0.40793646,0.936767669,0.523813559,0.508521065,0.936206863,0.255615934,0.261818182
0000-01-06 10:00:00,34,0.858328914,0.409803288,0.936446004,0.511833813,0.505430109,0.945834074,0.273655178,0.323333333
0000-01-06 11:00:00,35,0.853249987,0.411670116,0.936124338,0.499854067,0.502339153,0.954715676,0.292072958,0.243939394
0000-01-06 12:00:00,36,0.848171061,0.413536943,0.935802672,0.487874322,0.499248196,0.962836817,0.310838474,0.294848485
0000-01-06 13:00:00,37,0.843281917,0.416008889,0.946833306,0.486674684,0.485918719,0.95954076,0.302966268,0.267878788
0000-01-06 14:00:00,38,0.838392773,0.418480834,0.95786394,0.485475045,0.472589242,0.956110819,0.295151466,0.355757576
0000-01-06 15:00:00,39,0.833503629,0.420952779,0.968894574,0.484275407,0.459259764,0.952547994,0.287396345,0.369393939
0000-01-06 16:00:00,40,0.836160576,0.422038718,0.969744352,0.477302885,0.445474106,0.934194162,0.25205761,0.467272727
0000-01-06 17:00:00,41,0.838817523,0.423124657,0.970594131,0.470330363,0.431688448,0.913086342,0.218291513,0.483939394
0000-01-06 18:00:00,42,0.84147447,0.424210595,0.971443909,0.46335784,0.41790279,0.889358414,0.186312224,0.409090909
0000-01-06 19:00:00,43,0.840263481,0.423737602,0.970427451,0.43711745,0.391870249,0.889230725,0.186153798,0.272121212
0000-01-06 20:00:00,44,0.839052491,0.423264609,0.969410993,0.41087706,0.365837709,0.889102971,0.185995424,0.438181818
0000-01-06 21:00:00,45,0.837841502,0.422791616,0.968394534,0.384636669,0.339805168,0.888975152,0.185837102,0.255454545
0000-01-06 22:00:00,46,0.838541887,0.419938003,0.971772491,0.371271084,0.326362808,0.91226202,0.217086544,0.332121212
0000-01-06 23:00:00,47,0.839242273,0.41708439,0.975150448,0.357905499,0.312920448,0.933044304,0.250054748,0.514545455
0000-01-07 00:00:00,24,0.856792584,0.409676382,0.956613275,0.435397996,0.406698076,0.910948581,0.215182056,0.382727273
0000-01-07 01:00:00,25,0.853561772,0.405218768,0.958660055,0.419215477,0.390996361,0.920116685,0.228887535,0.138484848
0000-01-07 02:00:00,26,0.85033096,0.400761153,0.960706835,0.403032957,0.375294645,0.92882788,0.242887869,0.305454545
0000-01-07 03:00:00,27,0.847100149,0.396303539,0.962753614,0.386850438,0.359592929,0.937072691,0.257167832,0.494848485
0000-01-07 04:00:00,28,0.845093883,0.394565278,0.963590763,0.371906548,0.342425588,0.92706367,0.239968041,0.25969697
0000-01-07 05:00:00,29,0.843087617,0.392827017,0.964427912,0.356962659,0.325258247,0.916378158,0.223180154,0.315757576
0000-01-07 06:00:00,30,0.84108135,0.391088757,0.965265061,0.34201877,0.308090906,0.90503308,0.206830765,0.261818182
0000-01-07 07:00:00,31,0.843806077,0.394333763,0.952705311,0.313651147,0.294331461,0.900139737,0.200186413,0.231515152
0000-01-07 08:00:00,32,0.846530803,0.39757877,0.940145562,0.285283525,0.280572016,0.895137409,0.193623721,0.111212121
0000-01-07 09:00:00,33,0.84925553,0.400823776,0.927585813,0.256915903,0.266812571,0.890027457,0.187144477,0.042121212
0000-01-07 10:00:00,34,0.849296197,0.405019513,0.899100454,0.212171625,0.22944006,0.937307844,0.257591566,0.019393939
0000-01-07 11:00:00,35,0.849336865,0.409215249,0.870615096,0.167427348,0.192067548,0.971996865,0.335018297,0.009393939
0000-01-07 12:00:00,36,0.849377532,0.413410986,0.842129738,0.12268307,0.154695037,0.993095723,0.417195331,0.015151515
0000-01-07 13:00:00,37,0.841641659,0.409043985,0.842268313,0.128268613,0.156296396,0.996482017,0.559208204,0.000909091
0000-01-07 14:00:00,38,0.833905786,0.404676984,0.842406888,0.133854155,0.157897754,0.95979402,0.696441999,0.003030303
0000-01-07 15:00:00,39,0.826169912,0.400309984,0.842545463,0.139439698,0.159499113,0.885993058,0.817819685,0.003636364
0000-01-07 16:00:00,40,0.825225521,0.391235351,0.877594215,0.136159058,0.133759463,0.88564371,0.818243495,0.001515152
0000-01-07 17:00:00,41,0.82428113,0.382160719,0.912642967,0.132878419,0.108019814,0.885293896,0.818666921,0.003636364
0000-01-07 18:00:00,42,0.823336739,0.373086087,0.947691719,0.129597779,0.082280164,0.884943617,0.819089963,0.041212121
0000-01-07 19:00:00,43,0.823336739,0.360524496,0.954686801,0.143789859,0.100448328,0.898903436,0.801456535,0.095454545
0000-01-07 20:00:00,44,0.823336739,0.347962904,0.961681882,0.157981939,0.118616493,0.912056171,0.783213183,0.176060606
0000-01-07 21:00:00,45,0.823336739,0.335401313,0.968676964,0.172174019,0.136784657,0.92437521,0.764396818,0.106363636
0000-01-07 22:00:00,46,0.816337401,0.333358003,0.963314922,0.172735126,0.125929691,0.922862557,0.766809396,0.113939394
0000-01-07 23:00:00,47,0.809338062,0.331314693,0.957952881,0.173296233,0.115074726,0.921336189,0.76921332,0.127575758
0000-01-08 00:00:00,24,0.798177077,0.299207393,0.980021796,0.193078597,0.180396554,0.862995768,0.843851805,0.150909091
0000-01-08 01:00:00,25,0.791778714,0.298737721,0.976261603,0.225791604,0.178298153,0.948153208,0.721717616,0.086363636
0000-01-08 02:00:00,26,0.785380352,0.298268049,0.972501411,0.258504611,0.176199752,0.993571019,0.579922798,0.041212121
0000-01-08 03:00:00,27,0.778981989,0.297798377,0.968741219,0.291217617,0.174101351,0.995221815,0.431040891,0.068484848
0000-01-08 04:00:00,28,0.778611463,0.309268811,0.973248689,0.313713026,0.221336539,0.982786175,0.36993266,0.074848485
0000-01-08 05:00:00,29,0.778240936,0.320739245,0.977756158,0.336208435,0.268571727,0.962840581,0.310847685,0.226363636
0000-01-08 06:00:00,30,0.777870409,0.332209679,0.982263628,0.358703844,0.315806915,0.935695295,0.254705058,0.166060606
0000-01-08 07:00:00,31,0.777969819,0.332155358,0.965953766,0.340085232,0.318096747,0.947103452,0.27617305,0.180606061
0000-01-08 08:00:00,32,0.778069229,0.332101037,0.949643903,0.32146662,0.320386578,0.957454618,0.298170187,0.173030303
0000-01-08 09:00:00,33,0.778168638,0.332046717,0.93333404,0.302848008,0.32267641,0.966724324,0.320644466,0.177272727
0000-01-08 10:00:00,34,0.778706354,0.339466585,0.913932943,0.280108505,0.306072035,0.960644628,0.305560991,0.075151515
0000-01-08 11:00:00,35,0.779244069,0.346886454,0.894531846,0.257369002,0.28946766,0.954077618,0.290683212,0.066060606
0000-01-08 12:00:00,36,0.779781785,0.354306323,0.875130749,0.234629499,0.272863285,0.947030241,0.276026868,0.076969697
0000-01-08 13:00:00,37,0.780468615,0.354077654,0.875437395,0.226534897,0.259603655,0.947727921,0.277424825,0.103333333
0000-01-08 14:00:00,38,0.781155444,0.353848986,0.87574404,0.218440296,0.246344025,0.94842123,0.278824954,0.104848485
0000-01-08 15:00:00,39,0.781842274,0.353620317,0.876050686,0.210345694,0.233084394,0.94911016,0.280227244,0.088787879
0000-01-08 16:00:00,40,0.781842274,0.345210579,0.902828163,0.200352799,0.196469275,0.946539316,0.275049696,0.089393939
0000-01-08 17:00:00,41,0.781842274,0.336800841,0.929605641,0.190359903,0.159854155,0.943908785,0.269902215,0.055757576
0000-01-08 18:00:00,42,0.781842274,0.328391103,0.956383118,0.180367008,0.123239036,0.941218919,0.264785491,0.050909091
0000-01-08 19:00:00,43,0.78198687,0.3289113,0.95602335,0.158165881,0.114002472,0.947546901,0.277061059,0.063939394
0000-01-08 20:00:00,44,0.782131466,0.329431498,0.955663582,0.135964755,0.104765909,0.953533435,0.289506713,0.042424242
0000-01-08 21:00:00,45,0.782276062,0.329951695,0.955303814,0.113763628,0.095529345,0.959173955,0.30211296,0.035757576
0000-01-08 22:00:00,46,0.77374943,0.32881784,0.95904755,0.117144243,0.093578014,0.993901769,0.422147269,0.013636364
0000-01-08 23:00:00,47,0.765222799,0.327683986,0.962791286,0.120524857,0.091626683,0.997781945,0.547044028,0.01030303
0000-01-09 00:00:00,24,0.765846368,0.351222855,0.97064872,0.234370022,0.192174393,0.985808123,0.381718677,0.005151515
0000-01-09 01:00:00,25,0.756483793,0.343819354,0.974488107,0.224499785,0.174015945,0.998660688,0.463427824,0.004242424
0000-01-09 02:00:00,26,0.747121217,0.336415852,0.978327494,0.214629549,0.155857496,0.997866756,0.546137817,0.000606061
0000-01-09 03:00:00,27,0.737758641,0.329012351,0.982166881,0.204759313,0.137699048,0.983448056,0.627585188,0.002424242
0000-01-09 04:00:00,28,0.728495475,0.321771812,0.978437726,0.200768462,0.136462511,0.970856699,0.668208115,0.006363636
0000-01-09 05:00:00,29,0.719232309,0.314531272,0.974708571,0.19677761,0.135225974,0.954858667,0.707614046,0.031515152
0000-01-09 06:00:00,30,0.709969143,0.307290733,0.970979416,0.192786759,0.133989436,0.935569706,0.745517878,0.026363636
0000-01-09 07:00:00,31,0.703521076,0.306080971,0.956278645,0.186570889,0.153443729,0.90687993,0.790600614,0.024242424
0000-01-09 08:00:00,32,0.697073009,0.30487121,0.941577874,0.180355018,0.172898021,0.87354268,0.832364045,0.028484848
0000-01-09 09:00:00,33,0.690624942,0.303661449,0.926877104,0.174139148,0.192352314,0.835938741,0.870331139,0.049393939
0000-01-09 10:00:00,34,0.680485164,0.316233477,0.891993367,0.169920986,0.19073075,0.840870259,0.865797016,0.040909091
0000-01-09 11:00:00,35,0.670345386,0.328805506,0.857109631,0.165702825,0.189109185,0.845740587,0.861197228,0.053333333
0000-01-09 12:00:00,36,0.660205608,0.341377534,0.822225894,0.161484663,0.187487621,0.85054885,0.8565326,0.046666667
0000-01-09 13:00:00,37,0.649306703,0.342083465,0.834579798,0.196822508,0.211772801,0.887123498,0.816441765,0.05969697
0000-01-09 14:00:00,38,0.638407797,0.342789396,0.846933701,0.232160353,0.236057981,0.919137862,0.772623272,0.035151515
0000-01-09 15:00:00,39,0.627508892,0.343495327,0.859287605,0.267498198,0.260343161,0.946214816,0.725593299,0.042727273
0000-01-09 16:00:00,40,0.618512324,0.341927856,0.892034322,0.294153938,0.278274592,0.961112669,0.693326426,0.038181818
0000-01-09 17:00:00,41,0.609515757,0.340360385,0.924781038,0.320809678,0.296206024,0.973680801,0.660082793,0.056666667
0000-01-09 18:00:00,42,0.600519189,0.338792914,0.957527754,0.347465418,0.314137455,0.983855714,0.626030359,0.053939394
0000-01-09 19:00:00,43,0.593144805,0.343626741,0.963798142,0.371606019,0.339619236,0.996030835,0.562876193,0.067272727
0000-01-09 20:00:00,44,0.585770421,0.348460567,0.970068531,0.39574662,0.365101017,0.999998267,0.498681632,0.135151515
0000-01-09 21:00:00,45,0.578396038,0.353294393,0.976338919,0.41988722,0.390582797,0.995692363,0.434508885,0.093333333
0000-01-09 22:00:00,46,0.571690409,0.355091482,0.97846684,0.404987938,0.371719086,0.991038881,0.405761885,0.081212121
0000-01-09 23:00:00,47,0.564984781,0.35688857,0.980594761,0.390088655,0.352855374,0.984719706,0.377334558,0.13030303
0000-01-10 00:00:00,24,0.573773492,0.365567065,0.981749948,0.398198236,0.389150553,0.970219537,0.330018855,0.175757576
0000-01-10 01:00:00,25,0.566819339,0.360369361,0.974851558,0.398062147,0.380842493,0.961196021,0.306872499,0.194242424
0000-01-10 02:00:00,26,0.559865187,0.355171658,0.967953168,0.397926057,0.372534434,0.951033945,0.284202918,0.326060606
0000-01-10 03:00:00,27,0.552911035,0.349973955,0.961054778,0.397789968,0.364226374,0.939758398,0.262066078,0.19
0000-01-10 04:00:00,28,0.547429952,0.339795356,0.957410181,0.379700123,0.351743269,0.953993082,0.290499923,0.13030303
